id,faq_topic_id,question,seo_name,answer,alternate_words,is_top_faq,sort,activate,deactivate,is_active,published,sequence
569,174,My Cricket PAYGo phone was stolen or lost and I have another Cricket phone. Will that work on Cricket PAYGo?,My-Cricket-PAYGo-phone-was-stolen-or-lostandnbsp-I-have-another-Cricket-phoneandnbsp-Will-that-work-on-Cricket-PAYGo,Maybe.&nbsp; Some of our older phones do not work in all areas. Click <a href="http://www.mycricket.com/shop">here</a> to view options and purchase an eligible phone for your service area.&nbsp;,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ paygo lost phone^ lost paygo phone^ lost pay go phone,0,587,8/21/11 0:00,NULL,1,9/19/12 12:38,12
570,174,Can I transfer my number from Cricket PAYGo to another wireless telephone company?,Can-I-transfer-my-number-from-Cricket-PAYGo-to-another-wireless-telephone-company,Yes^ but you will lose all funds in your account and will probably have to buy a new phone from the other wireless company. Transferring your number is handled by the other wireless company. Please contact the other wireless company for details on how to do this.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ transfer phone number^ phone number transfer^ transfer number^ number transfer^ porting^ port^,0,588,4/22/09 0:00,NULL,1,11/2/09 14:25,6
571,24,How can I make sure that my shipping address on my online order doesn't fail?,How-can-I-make-sure-that-my-shipping-address-on-my-online-order-doesnt-fail, <span style="text-decoration: underline;">How FedEx Address Validation Works:</span><ul><li>Checks if the street exists in the city and state/province or postal entered. </li><li>Checks if the street number is within a valid range for the street entered. </li><li>Provides an exact match or possible alternatives when an exact match cannot be found based on the street number^ street name^ city^ state/province^ and postal entered. </li><li>Informs you if no possible alternatives can be found based on the street number^ street name^ city^ state/province^ and postal entered. </li></ul> <span style="text-decoration: underline;">Tips For Accurate Address Matches:</span><ul><li>Use correct spacing- Make sure spaces are placed correctly and avoid unnecessary spaces. </li><li>Use correct spelling-Review for spelling errors. </li><li>Double check that you are correctly using the number zero (0) vs. the letter O. </li><li>Avoid special characters-Do not use special characters that are not required for the address^ such as periods after abbreviations (Ave vs. Ave.) </li><li>Provide as much address and street information as possible:</li><li>Building or house number- for example^ 1234^ 114A^ or One Twenty </li><li>Street name-Main^ George Washington^ 42nd </li><li>Street Suffix-Road^ Avenue^ Rd^ Ave </li><li>Remember: Cricket cannot ship to P.O. Boxes </li><li>Enter city^ state/province and postal-Providing all address information will increase the accuracy of your results.&nbsp; The ZIP+4 portion of the postal code is not necessary to check an address. </li><li>Use correct abbreviations-The United States Postal Service define standard abbreviations for state/province^ street suffix^ and apartment/unit listings.&nbsp; If you are unsure about an abbreviation^ do not abbreviate. </li><li>Company- If shipping to a company^ providing the company name may improve your results. </li></ul>,shipping address^ address^ shipping^ invalid address^,0,1172,9/25/08 0:00,NULL,1,4/20/10 10:12,4
572,174,Can I buy Cricket PAYGo service as a gift?,Can-I-buy-Cricket-PAYGo-service-as-a-gift,<span style="font-family: Arial;"><span style="FONT-FAMILY: Arial"></span></span>Yes. Cricket top-up cards/PINs and phones can be purchased at retail locations and given as a gift to new or existing Cricket PAYGo customers. The expiration period does not begin until the top-up has been applied to the account^ so you don&rsquo;t have to worry the funds will expire before you give your gift.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,589,4/22/09 0:00,NULL,1,11/2/09 14:26,7
573,174,Can I add a line to my Cricket PAYGo account?,Can-I-add-a-line-to-my-Cricket-PAYGo-account,No^ Cricket PAYGo accounts are limited to one line per account.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ add a line^ add-a-line^ add line of service^ add another line,0,593,4/22/09 0:00,NULL,1,9/28/09 17:05,11
574,174,Can I change my phone number?,Can-I-change-my-phone-number,Yes^ you can change your phone number for a $15 fee.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ change phone number^ change number^ how can I change my number,0,592,4/22/09 0:00,NULL,1,8/23/10 14:27,10
575,174,Can I upgrade my phone?,Can-I-upgrade-my-phone,Yes^ you can move your existing phone number to another Cricket phone at any time. There are no discounts available to upgrade to a new phone and there is a $15 charge to make this change.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ changing phones^ how do I swtich phones^ how to switch phones^ switch phones,0,590,8/21/11 0:00,NULL,1,12/15/11 14:29,8
577,175,How do I become a Cricket PAYGo customer?,How-do-I-become-a-Cricket-PAYGo-customer,Visit any <a href="http://account.mycricket.com/cricketlocations/">Cricket PAYGo retailer</a> and purchase a Cricket PAYGo retail package ^ visit any Cricket retailer to purchase any Cricket phone^ or reuse a phone you already own that is compatible with the Cricket network. (NOTE: some of our older Cricket phones do not work in all areas.)&nbsp; To activate a Cricket branded phone^ call Customer Care at 1-800-CRICKET^ visit a Cricket location^ or go to <a href="http://www.mycricket.com/paygo/activation/serialnumber">mycricket.com</a>. To activate phones that are not Cricket branded but compatible with the Cricket network you must go to a <a href="http://account.mycricket.com/cricketlocations">Cricket dealer</a>.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,856,8/21/11 0:00,NULL,1,8/21/11 13:22,1
578,175,Can I use my existing phone to start Cricket PAYGo service?,Can-I-use-my-existing-phone-to-start-Cricket-PAYGo-service,Maybe.&nbsp; Some of our older phones do not work in all areas. Click <a href="http://www.mycricket.com/shop"><span style="text-decoration: underline;">here</span></a> to view options and purchase an eligible phone for your service area.&nbsp; In most cases^ any Cricket phone can be activated on Cricket PAYGo service. If you have a phone from another wireless company^ we may be able to activate it at a <a href="http://account.mycricket.com/cricketlocations">Cricket dealer</a>^ but we cannot guarantee all features will work as expected.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ flash phone^ flashing^ flash^,0,858,8/21/11 0:00,NULL,1,8/21/11 13:28,3
579,175,I have an account with another wireless company.  Can I bring my number to Cricket PAYGo?,I-have-an-account-with-another-wireless-companyandnbsp-Can-I-bring-my-number-to-Cricket-PAYGo,Yes. Cricket Customer Care can help you bring your phone number with you from the other wireless company during account activation.<span style="font-family: Arial;"><p class="x_MsoNormal" style="MARGIN-LEFT: 0.25in"><span style="font-family: Arial; font-size: small;"><span style="FONT-SIZE: 12pt; FONT-FAMILY: Arial">&nbsp;</span></span></span>,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ transfer phone number^ paygo^ number transfer^ phone number transfer^ porting^ port^ port phone,0,859,4/22/09 0:00,NULL,1,11/2/09 14:36,4
580,175,I am a Cricket Wireless customer and would like to change to Cricket PAYGo. Can I bring my phone and number from my monthly service to Cricket PAYGo?,I-am-a-Cricket-Wireless-customer-and-would-like-to-change-to-Cricket-PAYGo-Can-I-bring-my-phone-and-number-from-my-monthly-service-to-Cricket-PAYGo,Yes^ when you change from Cricket Wireless to Cricket PAYGo you can keep your number and you may be able to use your existing phone.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,860,4/22/09 0:00,NULL,1,8/21/11 13:32,5
581,175,What about my Flex Bucket (for long distance^ roaming^ downloads^ etc.) or any time left on my Cricket Wireless account? If I move from my Cricket Wireless plan to Cricket PAYGo do those transfer?,What-about-my-Flex-Bucket-for-long-distance-roaming-downloads-etc-or-any-time-left-on-my-Cricket-Wireless-account-If-I-move-from-my-Cricket-Wireless-plan-to-Cricket-PAYGo-do-those-transfer,Yes^ when you move from Cricket Wireless to Cricket PAYGo your Flex Bucket transfers with you and will be added to your PAYGo account.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ flex bucket^ flexbucket^ flex bucket funds^ paygo,0,861,4/22/09 0:00,NULL,1,8/21/11 13:38,6
582,175,I have games or other applications on my Cricket Wireless phone can I move them to Cricket PAYGo and still use them?,I-have-games-or-other-applications-on-my-Cricket-Wireless-phone-can-I-move-them-to-Cricket-PAYGo-and-still-use-them,If they are phone-based^ you will still be able to use any existing games or other applications; however^ if they are subscription-based^ they will not be supported by Cricket PAYGo.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ games &amp; apps^ games^ applications^,0,862,4/22/09 0:00,NULL,1,8/21/11 13:42,7
583,176,What is Cricket PAYGo?,What-is-Cricket-PAYGo,Cricket PAYGo offers the best value in pay-as-you-go wireless service. With Cricket PAYGo you can communicate with anyone^ on any network^ at any time^ with no contracts and no hidden fees.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1061,9/25/08 0:00,NULL,1,8/21/11 13:46,1
584,176,Does Cricket PAYGo include unlimited nights and weekends or mobile-to-mobile calling?,Does-Cricket-PAYGo-include-unlimited-nights-and-weekends-or-mobiletomobile-calling,Cricket PAYGo includes unlimited calling regardless of time of day or network. With Cricket PAYGo^ you&rsquo;re not limited to nights and weekends or mobile-to-mobile minutes!,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1100,9/25/08 0:00,8/21/11 0:00,1,8/21/11 13:48,2
